beetle_id,taxon_id,family,genus,specific_epithet,scientific_name,scientific_name_authorship
10403,957992,Cerambycidae,Sternacanthus,picticornis,"Sternacanthus picticornis Pascoe, 1857",
10404,335656,Cerambycidae,Stenaspis,verticalis,"Stenaspis verticalis insignis Casey, 1924",
10405,528904,Buprestidae,Melanophila,cuspidata,"Melanophila cuspidata (Klug, 1829)",
10406,1093990,Buprestidae,Actenodes,bellulus,"Actenodes bellulus (Mannerheim, 1837)",
10407,1284058,Erotylidae,Ischyrus,,"Ischyrus Lacordaire, 1842",
10408,563525,Meloidae,Pyrota,invita,"Pyrota invita Horn, 1885",
10409,306629,Cerambycidae,Heterachthes,wappesi,"Heterachthes wappesi Martins & Napp, 1986",
10410,1153531,Scarabaeidae,Inca,besckii,"Inca besckii Burmeister & Schaum, 1840",
10411,1008629,Buprestidae,Actenodes,signatus,"Actenodes signatus (Gory & Laporte, 1837)",
10412,797335,Tenebrionidae,Strongylium,,"Strongylium Kirby, 1819",
10413,1667953,Cerambycidae,Oncideres,,"Oncideres Lacordaire, 1830",
10414,532712,Meloidae,Epicauta,longicollis,"Epicauta longicollis (LeConte, 1853)",
10415,305874,Cerambycidae,Anthoboscus,tricolor,"Anthoboscus tricolor (Chevrolat, 1835)",
10416,1257902,Chrysomelidae,Cryptocephalus,duryi,"Cryptocephalus duryi Schaeffer, 1906",
10417,272433,Chrysomelidae,Cerotoma,atrofasciata,"Cerotoma atrofasciata Jacoby, 1879",
10418,1100092,Chrysomelidae,Isotes,,"Isotes Weise, 1922",
10419,309868,Chrysomelidae,Epitrix,fasciata,"Epitrix fasciata Blatchley, 1918",
10420,270247,Scarabaeidae,Phanaeus,difformis,"Phanaeus difformis LeConte, 1847",
10421,1340218,Buprestidae,Agrilaxia,brunneipennis,"Agrilaxia brunneipennis (Kerremans, 1900)",
10422,1095706,Erotylidae,Gibbifer,,"Cypherotylus Crotch, 1873",
10423,269291,Curculionidae,Microlarinus,lypriformis,"Microlarinus lypriformis Wollaston, 1861",
10424,1149700,Scarabaeidae,Coprophanaeus,saphirinus,"Coprophanaeus saphirinus (Sturm, 1826)",
10425,303591,Eurhynchidae,Eurhinus,festivus,"Eurhinus festivus (J.C.Fabricius, 1792)",
10426,1102106,Megalopodidae,Agathomerus,signatus,"Agathomerus signatus (Klug, 1824)",
10427,950895,Chrysomelidae,Isotes,,"Isotes Weise, 1922",
10428,1090194,Chrysomelidae,Cephaloleia,belti,"Cephaloleia belti Baly, 1885",
10429,1260869,Oedemeridae,Oxacis,angustata,"Oxacis angustata Champion, 1890",
10430,855988,Chrysomelidae,Deloyala,insubida,"Deloyala insubida (Boheman, 1855)",
10431,864552,Scarabaeidae,Macrodactylus,tibialis,"Macrodactylus tibialis Arce-Pérez & Morón, 2005",
10432,52933,Cantharidae,Chauliognathus,,"Chauliognathus Hentz, 1830",
10433,533544,Scarabaeidae,Golofa,gaujoni,"Golofa gaujoni Lachaume, 1985",
10434,355795,Cleridae,Chariessa,vestita,"Chariessa vestita Chevrolat, 1835",
10435,929466,Buprestidae,Psiloptera,attenuata,"Psiloptera attenuata (Fabricius, 1793)",
10436,711148,Cerambycidae,Heterachthes,nobilis,"Heterachthes nobilis LeConte, 1862",
10437,122921,Passalidae,Odontotaenius,striatopunctatus,"Odontotaenius striatopunctatus (Percheron, 1835)",
10438,272390,Chrysomelidae,Leptinotarsa,,"Leptinotarsa Chevrolat, 1836",
10439,894228,Carabidae,Ceroglossus,magellanicus,"Ceroglossus magellanicus Géhin, 1885",
10440,886006,Cerambycidae,Andraegoidus,fabricii,"Andraegoidus fabricii (Dupont, 1838)",
10441,1430489,Curculionidae,Eurhinus,,"Eurhinus J.C.W.Illiger, 1808",
10442,1398084,Elateridae,Monocrepidius,,"Monocrepidius Eschscholtz, 1829",
10443,455426,Cerambycidae,Lepturges,angulatus,"Lepturges angulatus (LeConte, 1852)",
10444,301835,Erotylidae,Oligocorynus,zebra,"Oligocorynus zebra Fabricius, 1787",
10445,1247769,Curculionidae,Heilipodus,choicus,"Heilipodus choicus (E.F.Germar, 1823)",
10446,823527,Cerambycidae,Mallosoma,zonatum,"Mallosoma zonatum (Sahlberg, 1823)",
10447,484368,Anobiidae,Trichodesma,pulchella,"Trichodesma pulchella Schaeffer, 1903",
10448,176326,Chrysomelidae,Pachybrachis,,"Pachybrachis Chevrolat, 1836",
10449,1367412,Chrysomelidae,Spaethiella,miniata,"Spaethiella miniata (Boheman, 1856)",
10450,900318,Chrysomelidae,Coptocycla,ruficornis,"Coptocycla ruficornis Spaeth, 1936",
10451,1158908,Meloidae,Epicauta,,"Epicauta Dejean, 1834",
10452,1444780,Chrysomelidae,Platyphora,,"Platyphora Gistel, 1857",
10453,408341,Chrysomelidae,Agasicles,hygrophila,"Agasicles hygrophila Selman & Vogt, 1971",
10454,624607,Carabidae,Ellipsoptera,hamata,"Ellipsoptera hamata pallifera (Chaudoir, 1852)",
10455,434411,Scarabaeidae,Sulcophanaeus,imperator,"Sulcophanaeus imperator (Chevrolat, 1844)",
10456,1505252,Cerambycidae,Desmiphora,compacta,"Desmiphora compacta Breuning, 1942",
10457,1038338,Chrysomelidae,Paraselenis,flava,"Paraselenis flava (Linnaeus, 1758)",
10458,1149046,Cerambycidae,Hesychotypa,subfasciata,"Hesychotypa subfasciata Dillon & Dillon, 1945",
10459,130594,Scarabaeidae,Aphodius,fimetarius,"Aphodius fimetarius (Linnaeus, 1758)",
10460,303792,Curculionidae,Eubulus,marginatus,"Eubulus marginatus Champion, 1905",
10461,923466,Tenebrionidae,Psectrascelis,,"Psectrascelis Solier, 1836",
10462,269946,Cerambycidae,Phaea,flavovittata,"Phaea flavovittata Bates, 1881",
10463,1409482,Cerambycidae,Lagocheirus,araneiformis,"Lagocheirus araneiformis parvulus Casey, 1913",
10464,1114121,Buprestidae,Chrysobothris,nobilis,"Chrysobothris nobilis (Fabricius, 1787)",
10465,556939,Cerambycidae,Taeniotes,amazonum,"Taeniotes amazonum Thomson, 1857",
10466,603215,Cerambycidae,Anelaphus,misellus,"Anelaphus misellus (Bates, 1885)",
10467,978667,Buprestidae,Bilyaxia,cupriceps,"Bilyaxia cupriceps (Fairmaire & Germain, 1858)",
10468,491151,Cerambycidae,Taeniotes,praeclarus,"Taeniotes praeclarus Bates, 1872",
10469,272311,Chrysomelidae,Chalepus,digressus,"Chalepus digressus Baly, 1885",
10470,915778,Chrysomelidae,Cerotoma,,"Cerotoma Chevrolat, 1836",
10471,1354180,Oedemeridae,Oxycopis,falli,"Oxycopis falli (Blatchley, 1928)",
10472,121294,Curculionidae,Curculio,,"Curculio C.Linnaeus, 1758",
10473,1376440,Endomychidae,Corynomalus,,"Corynomalus Chevrolat, 1836",
10474,804809,Curculionidae,Eubulus,miniatus,"Eubulus miniatus Kuschel, 1950",
10475,1057496,Dytiscidae,Thermonectus,basillaris,"Thermonectus basillaris basillaris (Harris, 1829)",
10476,268860,Curculionidae,Cholus,subcaudatus,"Cholus subcaudatus G.C.Champion, 1903",
10477,889459,Lucanidae,Pycnosiphorus,lessonii,"Pycnosiphorus lessonii (Buquet, 1842)",
10478,469825,Cerambycidae,Microplophorus,magellanicus,"Microplophorus magellanicus Blanchard, 1851",
10479,1139139,Buprestidae,Agrilus,chrysostictus,"Agrilus chrysostictus (Klug, 1825)",
10480,522578,Meloidae,Lytta,mutilata,"Lytta mutilata (Horn, 1875)",
10481,713695,Scarabaeidae,Phanaeus,hermes,"Phanaeus hermes Harold, 1868",
10482,309587,Buprestidae,Agaeocera,scintillans,"Agaeocera scintillans Waterhouse, 1882",
10483,176716,Cleridae,Neorthopleura,texana,"Neorthopleura texana (Bland, 1863)",
10484,702591,Cerambycidae,Alcidion,umbraticum,"Alcidion umbraticum (Jacquelin du Val, 1857)",
10485,931569,Curculionidae,Cyrtomon,luridus,"Cyrtomon luridus (Boheman, 1840)",
10486,1081222,Erotylidae,Iphiclus,,"Iphiclus Chevrolat, 1837",
10487,310207,Chrysomelidae,Physonota,calcarata,"Physonota calcarata (Boheman, 1854)",
10488,222774,Carabidae,Lebia,pulchella,"Lebia pulchella Dejean, 1826",
10489,1024970,Cerambycidae,Psapharochrus,bivittus,"Aegomorphus bivittus (White, 1855)",
10490,505844,Passandridae,Taphroscelidia,linearis,"Taphroscelidia linearis (LeConte, 1863)",
10491,971628,Elateridae,Physorhinus,distigma,"Physorhinus distigma Candèze, 1859",
10492,914256,Chrysomelidae,Omophoita,,"Omophoita Chevrolat, 1836",
10493,1622285,Coccinellidae,Cyrea,,"Cyrea Gordon & Canepari, 2013",
10494,1024953,Cerambycidae,Aegomorphus,,"Aegomorphus Haldeman, 1847",
10495,428580,Meloidae,Epicauta,terminata,"Epicauta terminata (Dugès, 1870)",
10496,217799,Chrysomelidae,Cryptocephalus,leucomelas,"Cryptocephalus leucomelas Suffrian, 1852",
10497,302443,Staphylinidae,Platydracus,incognitus,"Platydracus incognitus (Sharp, 1884)",
10498,508233,Cerambycidae,Neoclytus,pusillus,"Neoclytus pusillus (Castelnau & Gory, 1841)",
10499,251550,Curculionidae,Tomolips,,"Tomolips T.V.Wollaston, 1873",
10500,1559178,Cerambycidae,Confluentia,colombiana,"Confluentia colombiana (Gilmour, 1950) Santos-Silva, Galileo & Mcclarin, 2018",
10501,788089,Chrysomelidae,Lema,confusa,"Lema confusa Chevrolat, 1835",
10502,269319,Curculionidae,Conotrachelus,leucophaeatus,"Conotrachelus leucophaeatus Fåhrs., 1837",
10503,1164214,Chrysomelidae,Neolema,dorsalis,"Neolema dorsalis (Olivier, 1791)",
10504,1151883,Scarabaeidae,Glyphoderus,sterquilinus,"Glyphoderus sterquilinus (Westwood, 1838)",
10505,1442493,Cerambycidae,Sphaerioeme,rubristerna,"Sphaerioeme rubristerna Martins & Napp, 1992",
10506,792426,Chrysomelidae,Disonycha,conjugata,"Disonycha conjugata (Fabricius, 1801)",
10507,780159,Scarabaeidae,Aulacopalpus,ciliatus,"Aulacopalpus ciliatus (Solier, 1851)",
10508,1354351,Tenebrionidae,Camaria,,"Camaria Lepeletier & Audinet-Serville, 1828",
10509,464092,Carabidae,Pasimachus,marginatus,"Pasimachus marginatus (Fabricius, 1787)",
10510,542264,Erotylidae,Erotylus,,"Erotylus Fabricius, 1775",
10511,268146,Chrysomelidae,Mimosestes,protractus,"Mimosestes protractus (Horn, 1873)",
10512,310941,Chrysomelidae,Diabrotica,,"Diabrotica Chevrolat, 1836",
10513,268864,Curculionidae,Heilipodus,,"Heilipodus G.Kuschel, 1955",
10514,301558,Scarabaeidae,Euphoria,canescens,"Euphoria canescens (Gory & Percheron, 1833)",
10515,483172,Chrysomelidae,Cyrtonota,serinus,"Cyrtonota serinus Erichson, 1847",
10516,856941,Carabidae,Cylindera,nivea,"Cylindera nivea (Kirby, 1819)",
10517,1166740,Chrysomelidae,Neolema,,"Neolema Monrós, 1951",
10518,1114615,Cerambycidae,Bisaltes,spegazzinii,"Bisaltes spegazzinii Bruch, 1911",
10519,1204070,Cerambycidae,Oxymerus,chevrolatii,"Oxymerus chevrolatii Dupont, 1838",
10520,52064,Chrysomelidae,,,Chrysomelidae,
10521,118967,Coccinellidae,Psyllobora,vigintimaculata,"Psyllobora vigintimaculata (Say, 1824)",
10522,269934,Cerambycidae,Taeniotes,xanthostictus,"Taeniotes xanthostictus Bates, 1880",
10523,738205,Cerambycidae,Ptychodes,mixtus,"Ptychodes mixtus Bates, 1880",
10524,492262,Buprestidae,Acmaeodera,mixta,"Acmaeodera mixta LeConte, 1860",
10525,861643,Cerambycidae,Navosoma,luctuosum,"Navosoma luctuosum (Schönherr, 1817)",
10526,305795,Cerambycidae,Eranina,dispar,"Eranina dispar (Bates, 1881)",
10527,301519,Scarabaeidae,Phileurus,valgus,"Phileurus valgus (Olivier, 1789)",
10528,1639607,Cerambycidae,Stizocera,insulana,"Stizocera insulana (Gahan, 1895)",
10529,711141,Scarabaeidae,Leucothyreus,nolleti,"Leucothyreus nolleti Paulian, 1947",
10530,569719,Cerambycidae,Lagocheirus,plantaris,"Lagocheirus plantaris Erichson, 1847",
10531,936873,Scarabaeidae,Macraspis,chalcea,"Macraspis chalcea Burmeister, 1844",
10532,1674294,Cerambycidae,Eburia,,"Coeleburia Thomson, 1860",
10533,305081,Dryophthoridae,Rhodobaenus,lebasii,"Rhodobaenus lebasii Vaurie, 1981",
10534,785972,Cerambycidae,Desmiphora,cucullata,"Desmiphora cucullata Thomson, 1868",
10535,1236938,Buprestidae,Acmaeodera,bucki,"Acmaeodera bucki Cobos, 1958",
10536,1260155,Tenebrionidae,Strongylium,,"Strongylium Kirby, 1819",
10537,922783,Curculionidae,Rhinospathe,albomarginata,"Rhinospathe albomarginata Chevrolat, 1878",
10538,1091272,Curculionidae,Naupactus,tarsalis,"Naupactus tarsalis Boheman, 1840",
10539,934640,Cerambycidae,Leptocometes,barbiscapus,"Leptocometes barbiscapus (Bates, 1872)",
10540,1257083,Lucanidae,Sphaenognathus,alticollis,"Sphaenognathus alticollis (Möllenkamp, 1912)",
10541,1147139,Cerambycidae,Malthonea,tigrinata,"Malthonea tigrinata Thomson, 1864",
10542,306453,Cerambycidae,Ataxia,hubbardi,"Ataxia hubbardi Fisher, 1924",
10543,1294610,Erotylidae,Gibbifer,,"Cypherotylus Crotch, 1873",
10544,802814,Cerambycidae,Steirastoma,stellio,"Steirastoma stellio Pascoe, 1866",
10545,875613,Scarabaeidae,Heterogomphus,ulysses,"Heterogomphus ulysses Burmeister, 1847",
10546,901557,Cerambycidae,Polyrhaphis,spinosa,"Polyrhaphis spinosa (Drury, 1773)",
10547,63703,Dryophthoridae,Sitophilus,linearis,"Sitophilus linearis A.Hustache, 1930",
10548,301241,Scarabaeidae,Phyllophaga,cribrosa,"Phyllophaga cribrosa (LeConte, 1853)",
10549,1485034,Chrysomelidae,Coraliomela,brunnea,"Coraliomela brunnea (Thunberg, 1821)",
10550,982074,Carabidae,Amblycheila,nyx,"Amblycheila nyx Sumlin, 1991",
10551,416801,Melyridae,Astylus,,"Astylus Laporte, 1836",
10552,1589606,Curculionidae,Mimographopsis,viridicans,"Mimographopsis viridicans Champion, 1911",
10553,510463,Scarabaeidae,Chlorixanthe,propinqua,"Chlorixanthe propinqua (Gory & Percheron, 1833)",
10554,1643672,Carabidae,Cicindela,flohri,"Cicindelidia flohri (Bates, 1878)",
10555,625685,Dryophthoridae,Rhodobaenus,,"Rhodobaenus J.L.LeConte, 1876",
10556,787819,Scarabaeidae,Heterogomphus,inarmatus,"Heterogomphus inarmatus Ohaus, 1910",
10557,1180535,Chrysomelidae,Endocephalus,,"Endocephalus Chapuis, 1874",
10558,310825,Chrysomelidae,Phaedon,cyanescens,"Phaedon cyanescens Stål, 1860",
10559,1247804,Erotylidae,Prepopharus,,"Prepopharus Erichson, 1847",
10560,272015,Chrysomelidae,Alagoasa,,"Alagoasa Bechyné, 1955",
10561,955524,Curculionidae,Diaprepes,maugei,Diaprepes maugei,
10562,549051,Scarabaeidae,Megasoma,anubis,"Megasoma anubis (Chevrolat, 1836)",
10563,310290,Chrysomelidae,Lema,bitaeniata,Lema bitaeniata,
10564,556931,Buprestidae,Chalcophora,hondurasica,"Chalcophora hondurasica Casey, 1909",
10565,269421,Dryophthoridae,Sphenophorus,cicatristriatus,"Sphenophorus cicatristriatus Fåhraeus, 1838",
10566,303196,Carabidae,Calosoma,anthracinum,"Calosoma anthracinum Dejean, 1831",
10567,881557,Oedemeridae,Oxycopis,mcdonaldi,"Oxycopis mcdonaldi (Arnett, 1951)",
10568,310950,Chrysomelidae,Gynandrobrotica,variabilis,Gynandrobrotica variabilis,
10569,488110,Coccinellidae,Helesius,nubilans,"Helesius nubilans Casey, 1899",
10570,81952,Dermestidae,Dermestes,,"Dermestes Linnaeus, 1758",
10571,1348737,Curculionidae,Heilipus,bohemani,"Heilipus bohemani Boheman, 1843",
10572,887134,Chrysomelidae,Stolas,puberula,"Stolas puberula (Boheman, 1856)",
10573,851294,Chrysomelidae,Eurypedus,nigrosignatus,"Eurypedus nigrosignatus (Boheman, 1854)",
10574,989577,Coccinellidae,Adira,,"Adira Gordon & Almeida, 1986",
10575,272316,Chrysomelidae,Oxychalepus,balyanus,"Oxychalepus balyanus (Weise, 1911)",
10576,1119310,Erotylidae,Mycotretus,ornatus,"Mycotretus ornatus Duponchel, 1825",
10577,846043,Elateridae,Anchastus,moratus,"Anchastus moratus Candèze, 1889",
10578,1534271,Anthribidae,Toxonotus,bidens,"Toxonotus bidens (A.G.Olivier, 1800)",
10579,982168,Cerambycidae,Arhopalus,hispaniolae,"Arhopalus hispaniolae (Fisher, 1942)",
10580,1074096,Buprestidae,Psiloptera,argyrophora,"Psiloptera argyrophora (Perty, 1830)",
10581,874482,Curculionidae,Exophthalmus,hieroglyphicus,"Exophthalmus hieroglyphicus Chevrolat, 1879",
10582,313638,Cerambycidae,Plinthocoelium,suaveolens,"Plinthocoelium suaveolens plicatum (LeConte, 1853)",
10583,303221,Carabidae,Chlaenius,orbus,"Chlaenius orbus G.Horn, 1871",
10584,959293,Cerambycidae,Calocosmus,chevrolati,"Calocosmus chevrolati Fisher, 1925",
10585,1208413,Chrysomelidae,Uroplata,fusca,"Uroplata fusca Chapuis, 1877",
10586,305742,Cerambycidae,Desmiphora,cirrosa,"Desmiphora cirrosa Erichson, 1847",
10587,1133791,Chrysomelidae,Neofidia,,"Neofidia Strother, 2020",
10588,868245,Chrysomelidae,Cacoscelis,,"Cacoscelis Chevrolat, 1836",
10589,994020,Cerambycidae,Alcidion,sulphurifer,"Alcidion sulphurifer (White, 1855)",
10590,309656,Buprestidae,Lampetis,drummondi,"Lampetis drummondi (Laporte & Gory, 1836)",
10591,710429,Cerambycidae,,,Cerambycidae,
10592,914232,Lampyridae,Aspisoma,lineatum,"Aspisoma lineatum (Gyllenhal, 1817)",
10593,224344,Ripiphoridae,Macrosiagon,pectinata,"Macrosiagon pectinata (Fabricius, 1775)",
10594,1192661,Chrysomelidae,Temnodachrys,,"Temnodachrys Monrós, 1951",
10595,244520,Carabidae,Pasimachus,subsulcatus,"Pasimachus subsulcatus Say, 1823",
10596,465276,Scarabaeidae,Paranomala,,"Paranomala Casey, 1915",
10597,1025070,Cerambycidae,Scythropopsis,lacrymans,"Scythropopsis lacrymans (Thomson, 1865) Santos-Silva, Botero & Wappes, 2020",
10598,1534227,Carabidae,Baripus,comechingonensis,"Baripus comechingonensis Roig-Juñent, 1993",
10599,909986,Dytiscidae,Hydaticus,rimosus,"Hydaticus rimosus Aubé, 1838",
10600,305915,Cerambycidae,Amniscus,assimilis,"Amniscus assimilis (Gahan, 1895)",
10601,856057,Carabidae,Tetragonoderus,pictus,"Tetragonoderus pictus (Perty, 1830)",
10602,713000,Scarabaeidae,Chrysina,purulhensis,"Chrysina purulhensis (Warner & Monzón, 1993)",
10603,424100,Scarabaeidae,Archophileurus,chaconus,"Archophileurus chaconus (Kolbe, 1910)",
10604,1095702,Erotylidae,Gibbifer,,"Cypherotylus Crotch, 1873",
10605,884098,Elateridae,Alaus,,"Alaus Eschscholtz, 1829",
10606,301429,Scarabaeidae,Callirhinus,metallescens,"Callirhinus metallescens Blanchard, 1851",
10607,1422148,Chrysomelidae,Sennius,,"Sennius Bridwell, 1946",
10608,491015,Chrysomelidae,Griburius,larvatus,"Griburius larvatus (Newman, 1840)",
10609,434245,Scarabaeidae,Phanaeus,bispinus,"Phanaeus bispinus Bates, 1868",
10610,1138049,Cerambycidae,Mecometopus,centurio,"Mecometopus centurio Chevrolat, 1862",
10611,819990,Chrysomelidae,Disonycha,,"Disonycha Chevrolat, 1836",
10612,840853,Lampyridae,Vesta,latastei,"Vesta latastei (E.Olivier, 1894)",
10613,1646971,Coccinellidae,Hyperaspis,,"Hyperaspis Chevrolat, 1836",
10614,737607,Curculionidae,Cholus,costaricensis,"Cholus costaricensis G.C.Champion, 1903",
10615,1362824,Geotrupidae,Athyreus,vavini,"Athyreus vavini Boucomont, 1902",
10616,301845,Erotylidae,Ischyrus,incertus,"Ischyrus incertus Lacordaire, 1842",
10617,1492300,Scarabaeidae,Macraspis,fernandezi,"Macraspis fernandezi Neita-Moreno, 2014",
10618,1404047,Scarabaeidae,Cotinis,mutabilis,"Cotinis mutabilis (Gory & Percheron, 1833)",
10619,310831,Chrysomelidae,Plagiodera,,"Plagiodera Chevrolat, 1836",
10620,900521,Chrysomelidae,Stolas,redtenbacheri,"Stolas redtenbacheri (Boheman, 1850)",
10621,1667962,Cerambycidae,Hypselomus,,"Hypselomus Perty, 1832",
10622,1445533,Lampyridae,Photinus,salvini,"Photinus salvini Gorham, 1881",
10623,947326,Brentidae,Brentus,cylindrus,"Brentus cylindrus Lund, 1800",
10624,544295,Cerambycidae,Prionacalus,cacicus,"Prionacalus cacicus (White, 1845)",
10625,269334,Curculionidae,Sternechus,extortus,"Sternechus extortus Chevrolat, 1833",
10626,858287,Meloidae,Wagneronota,,"Wagneronota Denier, 1935",
10627,889263,Chrysomelidae,Cryptocephalus,guttulatellus,"Cryptocephalus guttulatellus Schaeffer, 1920",
10628,937385,Chrysomelidae,Alagoasa,,"Alagoasa Bechyné, 1955",
10629,1133668,Carabidae,Cicindela,trifasciata,"Cicindelidia trifasciata (Fabricius, 1781)",
10630,1308364,Cerambycidae,Paromoeocerus,scabricollis,"Paromoeocerus scabricollis Melzer, 1927",
10631,911463,Lampyridae,Photinus,extensus,"Photinus extensus Gorham, 1881",
10632,540877,Lucanidae,Leptinopterus,tibialis,"Leptinopterus tibialis (Eschscholtz, 1822)",
10633,1415560,Cerambycidae,Polyrhaphis,gracilis,"Polyrhaphis gracilis Bates, 1862",
10634,711870,Cerambycidae,Polyrhaphis,belti,"Polyrhaphis belti Hovore & McCarty, 1998",
10635,781109,Melyridae,Hylodanacaea,,"Hylodanacaea Pic, 1926",
10636,1093721,Chrysomelidae,Temnochalepus,insolitus,"Temnochalepus insolitus Uhmann, 1935",
10637,508282,Cerambycidae,Taeniotes,orbignyi,"Taeniotes orbignyi Guérin-Méneville, 1844",
10638,304597,Curculionidae,Exophthalmus,verecundus,"Exophthalmus verecundus (Chevrolat, 1833)",
10639,130352,Dryophthoridae,Rhynchophorus,cruentatus,"Rhynchophorus cruentatus (J.C.Fabricius, 1775)",
10640,1099575,Cantharidae,Chauliognathus,,"Chauliognathus Hentz, 1830",
10641,932474,Buprestidae,Tyndaris,marginella,"Tyndaris marginella Fairmaire & Germain, 1858",
10642,541850,Cerambycidae,Leucophoebe,kempfi,"Leucophoebe kempfi Lane, 1976",
10643,301635,Scarabaeidae,Onthophagus,batesi,"Onthophagus batesi Howden & Cartwright, 1963",
10644,623323,Scarabaeidae,Amblyodus,taurus,"Amblyodus taurus Westwood, 1878",
10645,305091,Dryophthoridae,Rhodobaenus,stigmaticus,"Rhodobaenus stigmaticus G.C.Champion, 1910",
10646,1503633,Chrysomelidae,Sceloenopla,bahiana,"Sceloenopla bahiana Uhmann, 1938",
10647,1275617,Chrysomelidae,Orexita,blanchardi,"Orexita blanchardi (Boheman, 1855)",
10648,903437,Cerambycidae,Jurua,monachina,"Jurua monachina (White, 1855)",
10649,306436,Cerambycidae,Ptychodes,bifasciatus,"Ptychodes bifasciatus Dillon & Dillon, 1941",
10650,512243,Cerambycidae,Cosmisoma,plumicorne,"Cosmisoma plumicorne (Drury, 1782)",
10651,557774,Tenebrionidae,Eleodes,grandicollis,"Eleodes grandicollis (Mannerheim, 1843)",
10652,1558192,Buprestidae,Agrilus,,"Agrilus Curtis, 1825",
10653,563651,Anthribidae,Phoenicobiella,schwarzi,"Phoenicobiella schwarzi Schaeffer, 1906",
10654,787376,Chrysomelidae,Heterispa,costipennis,"Heterispa costipennis (Boheman, 1858)",
10655,1180794,Chrysomelidae,Coelomera,,"Coelomera Chevrolat, 1844",
10656,873847,Passalidae,Passalus,trinesides,"Passalus trinesides Boucher, 2015",
